"tradingsymbol","instrument_key_nse","instrument_key_bse"
"SUPREMEIND","NSE_EQ|INE195A01028","BSE_EQ|INE195A01028"
"SUPRIYA","NSE_EQ|INE07RO01027","BSE_EQ|INE07RO01027"
"SURAJEST","NSE_EQ|INE843S01025","BSE_EQ|INE843S01025"
"SURAJLTD","NSE_EQ|INE713C01016","BSE_EQ|INE713C01016"
"SURAKSHA","NSE_EQ|INE877V01027","BSE_EQ|INE877V01027"
"SURANASOL","NSE_EQ|INE272L01022","BSE_EQ|INE272L01022"
"SURANAT&P","NSE_EQ|INE130B01031","BSE_EQ|INE130B01031"
"SURYALAXMI","NSE_EQ|INE713B01026","BSE_EQ|INE713B01026"
"SURYAROSNI","NSE_EQ|INE335A01020","BSE_EQ|INE335A01020"
"SURYODAY","NSE_EQ|INE428Q01011","BSE_EQ|INE428Q01011"
"SUTLEJTEX","NSE_EQ|INE645H01027","BSE_EQ|INE645H01027"
"SUVEN","NSE_EQ|INE495B01038","BSE_EQ|INE495B01038"
"SUVENPHAR","NSE_EQ|INE03QK01018","BSE_EQ|INE03QK01018"
"SUVIDHAA","NSE_EQ|INE018401013","BSE_EQ|INE018401013"
"SUYOG","NSE_EQ|INE442P01014","BSE_EQ|INE442P01014"
"SUZLON","NSE_EQ|INE040H01021","BSE_EQ|INE040H01021"
"SVPGLOB","NSE_EQ|INE308E01029","BSE_EQ|INE308E01029"
"SWANENERGY","NSE_EQ|INE665A01038","BSE_EQ|INE665A01038"
"SWARAJENG","NSE_EQ|INE277A01016","BSE_EQ|INE277A01016"
"SWELECTES","NSE_EQ|INE409B01013","BSE_EQ|INE409B01013"
"SWIGGY","NSE_EQ|INE00H001014","BSE_EQ|INE00H001014"
"SWSOLAR","NSE_EQ|INE00M201021","BSE_EQ|INE00M201021"
"SYMPHONY","NSE_EQ|INE225D01027","BSE_EQ|INE225D01027"
"SYNCOMF","NSE_EQ|INE312C01025","BSE_EQ|INE312C01025"
"SYNGENE","NSE_EQ|INE398R01022","BSE_EQ|INE398R01022"
"SYRMA","NSE_EQ|INE0DYJ01015","BSE_EQ|INE0DYJ01015"
"TAINWALCHM","NSE_EQ|INE123C01018","BSE_EQ|INE123C01018"
"TAJGVK","NSE_EQ|INE586B01026","BSE_EQ|INE586B01026"
"TAKE","NSE_EQ|INE142I01023","BSE_EQ|INE142I01023"
"TALBROAUTO","NSE_EQ|INE187D01029","BSE_EQ|INE187D01029"
"TANLA","NSE_EQ|INE483C01032","BSE_EQ|INE483C01032"
"TARAPUR","NSE_EQ|INE747K01017","BSE_EQ|INE747K01017"
"TARC","NSE_EQ|INE0EK901012","BSE_EQ|INE0EK901012"
"TARIL","NSE_EQ|INE763I01026","BSE_EQ|INE763I01026"
"TARMAT","NSE_EQ|INE924H01018","BSE_EQ|INE924H01018"
"TARSONS","NSE_EQ|INE144Z01023","BSE_EQ|INE144Z01023"
"TASTYBITE","NSE_EQ|INE488B01017","BSE_EQ|INE488B01017"
"TATACHEM","NSE_EQ|INE092A01019","BSE_EQ|INE092A01019"
"TATACOMM","NSE_EQ|INE151A01013","BSE_EQ|INE151A01013"
"TATACONSUM","NSE_EQ|INE192A01025","BSE_EQ|INE192A01025"
"TATAELXSI","NSE_EQ|INE670A01012","BSE_EQ|INE670A01012"
"TATAINVEST","NSE_EQ|INE672A01018","BSE_EQ|INE672A01018"
"TATAMOTORS","NSE_EQ|INE155A01022","BSE_EQ|INE155A01022"
"TATAPOWER","NSE_EQ|INE245A01021","BSE_EQ|INE245A01021"
"TATASTEEL","NSE_EQ|INE081A01020","BSE_EQ|INE081A01020"
"TATATECH","NSE_EQ|INE142M01025","BSE_EQ|INE142M01025"
"TATVA","NSE_EQ|INE0GK401011","BSE_EQ|INE0GK401011"
"TBOTEK","NSE_EQ|INE673O01025","BSE_EQ|INE673O01025"
"TBZ","NSE_EQ|INE760L01018","BSE_EQ|INE760L01018"
"TCHF30","NSE_EQ|INE033L08270","BSE_EQ|INE033L08270"
"TCI","NSE_EQ|INE688A01022","BSE_EQ|INE688A01022"
"TCIEXP","NSE_EQ|INE586V01016","BSE_EQ|INE586V01016"
"TCIFINANCE","NSE_EQ|INE911B01018","BSE_EQ|INE911B01018"
"TCPLPACK","NSE_EQ|INE822C01015","BSE_EQ|INE822C01015"
"TCS","NSE_EQ|INE467B01029","BSE_EQ|INE467B01029"
"TDPOWERSYS","NSE_EQ|INE419M01027","BSE_EQ|INE419M01027"
"TEAMLEASE","NSE_EQ|INE985S01024","BSE_EQ|INE985S01024"
"TECH","NSE_EQ|INF209KB11D8","BSE_EQ|INF209KB11D8"
"TECHM","NSE_EQ|INE669C01036","BSE_EQ|INE669C01036"
"TECHNOE","NSE_EQ|INE285K01026","BSE_EQ|INE285K01026"
"TECILCHEM","NSE_EQ|INE014B01011","BSE_EQ|INE014B01011"
"TEGA","NSE_EQ|INE011K01018","BSE_EQ|INE011K01018"
"TEJASNET","NSE_EQ|INE010J01012","BSE_EQ|INE010J01012"
"TERASOFT","NSE_EQ|INE482B01010","BSE_EQ|INE482B01010"
"TEXINFRA","NSE_EQ|INE435C01024","BSE_EQ|INE435C01024"
"TEXMOPIPES","NSE_EQ|INE141K01013","BSE_EQ|INE141K01013"
"TEXRAIL","NSE_EQ|INE621L01012","BSE_EQ|INE621L01012"
"TFCILTD","NSE_EQ|INE305A01015","BSE_EQ|INE305A01015"
"TFL","NSE_EQ|INE804H01012","BSE_EQ|INE804H01012"
"TGBHOTELS","NSE_EQ|INE797H01018","BSE_EQ|INE797H01018"
"THANGAMAYL","NSE_EQ|INE085J01014","BSE_EQ|INE085J01014"
"THEINVEST","NSE_EQ|INE924D01017","BSE_EQ|INE924D01017"
"THEMISMED","NSE_EQ|INE083B01024","BSE_EQ|INE083B01024"
"THERMAX","NSE_EQ|INE152A01029","BSE_EQ|INE152A01029"
"THOMASCOOK","NSE_EQ|INE332A01027","BSE_EQ|INE332A01027"
"THOMASCOTT","NSE_EQ|INE480M01011","BSE_EQ|INE480M01011"
"THYROCARE","NSE_EQ|INE594H01019","BSE_EQ|INE594H01019"
"TI","NSE_EQ|INE133E01013","BSE_EQ|INE133E01013"
"TICL","NSE_EQ|INE388G01026","BSE_EQ|INE388G01026"
"TIIL","NSE_EQ|INE545H01011","BSE_EQ|INE545H01011"
"TIINDIA","NSE_EQ|INE974X01010","BSE_EQ|INE974X01010"
"TIJARIA","NSE_EQ|INE440L01017","BSE_EQ|INE440L01017"
"TIL","NSE_EQ|INE806C01018","BSE_EQ|INE806C01018"
"TIMESGTY","NSE_EQ|INE289C01025","BSE_EQ|INE289C01025"
"TIMETECHNO","NSE_EQ|INE508G01029","BSE_EQ|INE508G01029"
"TIMKEN","NSE_EQ|INE325A01013","BSE_EQ|INE325A01013"
"TIPSFILMS","NSE_EQ|INE0LQS01015","BSE_EQ|INE0LQS01015"
"TIPSMUSIC","NSE_EQ|INE716B01029","BSE_EQ|INE716B01029"
"TIRUMALCHM","NSE_EQ|INE338A01024","BSE_EQ|INE338A01024"
"TITAGARH","NSE_EQ|INE615H01020","BSE_EQ|INE615H01020"
"TITAN","NSE_EQ|INE280A01028","BSE_EQ|INE280A01028"
"TMB","NSE_EQ|INE668A01016","BSE_EQ|INE668A01016"
"TNPETRO","NSE_EQ|INE148A01019","BSE_EQ|INE148A01019"
"TNPL","NSE_EQ|INE107A01015","BSE_EQ|INE107A01015"
"TNTELE","NSE_EQ|INE141D01018","BSE_EQ|INE141D01018"
"TOKYOPLAST","NSE_EQ|INE932C01012","BSE_EQ|INE932C01012"
"TOLINS","NSE_EQ|INE0RWQ01014","BSE_EQ|INE0RWQ01014"
"TOP100CASE","NSE_EQ|INF0R8F01067","BSE_EQ|INF0R8F01067"
"TOP10ADD","NSE_EQ|INF740KA1UR9","BSE_EQ|INF740KA1UR9"
"TORNTPHARM","NSE_EQ|INE685A01028","BSE_EQ|INE685A01028"
"TORNTPOWER","NSE_EQ|INE813H01021","BSE_EQ|INE813H01021"
"TPHQ","NSE_EQ|INE065J01024","BSE_EQ|INE065J01024"
"TPLPLASTEH","NSE_EQ|INE413G01022","BSE_EQ|INE413G01022"
"TRACXN","NSE_EQ|INE0HMF01019","BSE_EQ|INE0HMF01019"
"TRANSRAILL","NSE_EQ|INE454P01035","BSE_EQ|INE454P01035"
"TRANSWORLD","NSE_EQ|INE757B01015","BSE_EQ|INE757B01015"
"TREEHOUSE","NSE_EQ|INE040M01013","BSE_EQ|INE040M01013"
"TREJHARA","NSE_EQ|INE00CA01015","BSE_EQ|INE00CA01015"
"TREL","NSE_EQ|INE0O3901029","BSE_EQ|INE0O3901029"
"TRENT","NSE_EQ|INE849A01020","BSE_EQ|INE849A01020"
"TRF","NSE_EQ|INE391D01019","BSE_EQ|INE391D01019"
"TRIDENT","NSE_EQ|INE064C01022","BSE_EQ|INE064C01022"
"TRIGYN","NSE_EQ|INE948A01012","BSE_EQ|INE948A01012"
"TRITURBINE","NSE_EQ|INE152M01016","BSE_EQ|INE152M01016"
"TRIVENI","NSE_EQ|INE256C01024","BSE_EQ|INE256C01024"
"TRU","NSE_EQ|INE615R01029","BSE_EQ|INE615R01029"
"TTKHLTCARE","NSE_EQ|INE910C01018","BSE_EQ|INE910C01018"
"TTKPRESTIG","NSE_EQ|INE690A01028","BSE_EQ|INE690A01028"
"TTL","NSE_EQ|INE592B01024","BSE_EQ|INE592B01024"
"TTML","NSE_EQ|INE517B01013","BSE_EQ|INE517B01013"
"TVSELECT","NSE_EQ|INE236G01019","BSE_EQ|INE236G01019"
"TVSHLTD","NSE_EQ|INE105A01035","BSE_EQ|INE105A01035"
"TVSMOTOR","NSE_EQ|INE494B01023","BSE_EQ|INE494B01023"
"TVSSCS","NSE_EQ|INE395N01027","BSE_EQ|INE395N01027"
"TVSSRICHAK","NSE_EQ|INE421C01016","BSE_EQ|INE421C01016"
"TVTODAY","NSE_EQ|INE038F01029","BSE_EQ|INE038F01029"
"TVVISION","NSE_EQ|INE871L01013","BSE_EQ|INE871L01013"
"UBL","NSE_EQ|INE686F01025","BSE_EQ|INE686F01025"
"UCAL","NSE_EQ|INE139B01016","BSE_EQ|INE139B01016"
"UCOBANK","NSE_EQ|INE691A01018","BSE_EQ|INE691A01018"
"UDAICEMENT","NSE_EQ|INE225C01029","BSE_EQ|INE225C01029"
"UDS","NSE_EQ|INE851I01011","BSE_EQ|INE851I01011"
"UFLEX","NSE_EQ|INE516A01017","BSE_EQ|INE516A01017"
"UFO","NSE_EQ|INE527H01019","BSE_EQ|INE527H01019"
"UGARSUGAR","NSE_EQ|INE071E01023","BSE_EQ|INE071E01023"
"UGROCAP","NSE_EQ|INE583D01011","BSE_EQ|INE583D01011"
"UJJIVANSFB","NSE_EQ|INE551W01018","BSE_EQ|INE551W01018"
"ULTRACEMCO","NSE_EQ|INE481G01011","BSE_EQ|INE481G01011"
"UMAEXPORTS","NSE_EQ|INE0GIU01018","BSE_EQ|INE0GIU01018"
"UMANGDAIRY","NSE_EQ|INE864B01027","BSE_EQ|INE864B01027"
"UMESLTD","NSE_EQ|INE240C01028","BSE_EQ|INE240C01028"
"UNICHEMLAB","NSE_EQ|INE351A01035","BSE_EQ|INE351A01035"
"UNIDT","NSE_EQ|INE961D01019","BSE_EQ|INE961D01019"
"UNIECOM","NSE_EQ|INE00U401027","BSE_EQ|INE00U401027"
"UNIENTER","NSE_EQ|INE037A01022","BSE_EQ|INE037A01022"
"UNIMECH","NSE_EQ|INE0U3I01011","BSE_EQ|INE0U3I01011"
"UNIONBANK","NSE_EQ|INE692A01016","BSE_EQ|INE692A01016"
"UNIONGOLD","NSE_EQ|INF582M01KS4","BSE_EQ|INF582M01KS4"
"UNIPARTS","NSE_EQ|INE244O01017","BSE_EQ|INE244O01017"
"UNITDSPR","NSE_EQ|INE854D01024","BSE_EQ|INE854D01024"
"UNITECH","NSE_EQ|INE694A01020","BSE_EQ|INE694A01020"
"UNIVCABLES","NSE_EQ|INE279A01012","BSE_EQ|INE279A01012"
"UNIVPHOTO","NSE_EQ|INE03V001013","BSE_EQ|INE03V001013"
"UNOMINDA","NSE_EQ|INE405E01023","BSE_EQ|INE405E01023"
"UPL","NSE_EQ|INE628A01036","BSE_EQ|INE628A01036"
"URJA","NSE_EQ|INE550C01020","BSE_EQ|INE550C01020"
"USHAMART","NSE_EQ|INE228A01035","BSE_EQ|INE228A01035"
"USK","NSE_EQ|INE0N0Y01013","BSE_EQ|INE0N0Y01013"
"UTIAMC","NSE_EQ|INE094J01016","BSE_EQ|INE094J01016"
"UTIBANKETF","NSE_EQ|INF789F1AUV1","BSE_EQ|INF789F1AUV1"
"UTINEXT50","NSE_EQ|INF789F1AUW9","BSE_EQ|INF789F1AUW9"
"UTINIFTETF","NSE_EQ|INF789F1AZC0","BSE_EQ|INF789F1AZC0"
"UTISENSETF","NSE_EQ|INF789FB1X58","BSE_EQ|INF789FB1X58"
"UTISXN50","NSE_EQ|INF789F1AUU3","BSE_EQ|INF789F1AUU3"
"UTKARSHBNK","NSE_EQ|INE735W01017","BSE_EQ|INE735W01017"
"UTTAMSUGAR","NSE_EQ|INE786F01031","BSE_EQ|INE786F01031"
"UYFINCORP","NSE_EQ|INE152C01025","BSE_EQ|INE152C01025"
"VADILALIND","NSE_EQ|INE694D01016","BSE_EQ|INE694D01016"
"VAIBHAVGBL","NSE_EQ|INE884A01027","BSE_EQ|INE884A01027"
"VAKRANGEE","NSE_EQ|INE051B01021","BSE_EQ|INE051B01021"
"VAL30IETF","NSE_EQ|INF109KC16X5","BSE_EQ|INF109KC16X5"
"VALIANTLAB","NSE_EQ|INE0JWS01017","BSE_EQ|INE0JWS01017"
"VALIANTORG","NSE_EQ|INE565V01010","BSE_EQ|INE565V01010"
"VARDMNPOLY","NSE_EQ|INE835A01029","BSE_EQ|INE835A01029"
"VARROC","NSE_EQ|INE665L01035","BSE_EQ|INE665L01035"
"VASCONEQ","NSE_EQ|INE893I01013","BSE_EQ|INE893I01013"
"VASWANI","NSE_EQ|INE590L01019","BSE_EQ|INE590L01019"
"VBL","NSE_EQ|INE200M01039","BSE_EQ|INE200M01039"
"VEDL","NSE_EQ|INE205A01025","BSE_EQ|INE205A01025"
"VEEDOL","NSE_EQ|INE484C01030","BSE_EQ|INE484C01030"
"VENKEYS","NSE_EQ|INE398A01010","BSE_EQ|INE398A01010"
"VENTIVE","NSE_EQ|INE781S01027","BSE_EQ|INE781S01027"
"VENUSPIPES","NSE_EQ|INE0JA001018","BSE_EQ|INE0JA001018"
"VENUSREM","NSE_EQ|INE411B01019","BSE_EQ|INE411B01019"
"VERANDA","NSE_EQ|INE0IQ001011","BSE_EQ|INE0IQ001011"
"VESUVIUS","NSE_EQ|INE386A01015","BSE_EQ|INE386A01015"
"VETO","NSE_EQ|INE918N01018","BSE_EQ|INE918N01018"
"VGUARD","NSE_EQ|INE951I01027","BSE_EQ|INE951I01027"
"VHLTD","NSE_EQ|INE048C01025","BSE_EQ|INE048C01025"
"VIDHIING","NSE_EQ|INE632C01026","BSE_EQ|INE632C01026"
"VIJAYA","NSE_EQ|INE043W01024","BSE_EQ|INE043W01024"
"VIJIFIN","NSE_EQ|INE159N01027","BSE_EQ|INE159N01027"
"VIKASECO","NSE_EQ|INE806A01020","BSE_EQ|INE806A01020"
"VIKASLIFE","NSE_EQ|INE161L01027","BSE_EQ|INE161L01027"
"VIMTALABS","NSE_EQ|INE579C01029","BSE_EQ|INE579C01029"
"VINATIORGA","NSE_EQ|INE410B01037","BSE_EQ|INE410B01037"
"VINCOFE","NSE_EQ|INE498Q01014","BSE_EQ|INE498Q01014"
"VINDHYATEL","NSE_EQ|INE707A01012","BSE_EQ|INE707A01012"
"VINEETLAB","NSE_EQ|INE505Y01010","BSE_EQ|INE505Y01010"
"VINNY","NSE_EQ|INE01KI01027","BSE_EQ|INE01KI01027"
"VINYLINDIA","NSE_EQ|INE250B01029","BSE_EQ|INE250B01029"
"VIPCLOTHNG","NSE_EQ|INE450G01024","BSE_EQ|INE450G01024"
"VIPIND","NSE_EQ|INE054A01027","BSE_EQ|INE054A01027"
"VIPULLTD","NSE_EQ|INE946H01037","BSE_EQ|INE946H01037"
"VIRINCHI","NSE_EQ|INE539B01017","BSE_EQ|INE539B01017"
"VISAKAIND","NSE_EQ|INE392A01021","BSE_EQ|INE392A01021"
"VISASTEEL","NSE_EQ|INE286H01012","BSE_EQ|INE286H01012"
"VISHNU","NSE_EQ|INE270I01022","BSE_EQ|INE270I01022"
"VISHWARAJ","NSE_EQ|INE430N01022","BSE_EQ|INE430N01022"
"VIVIDHA","NSE_EQ|INE370E01029","BSE_EQ|INE370E01029"
"VLEGOV","NSE_EQ|INE03HW01020","BSE_EQ|INE03HW01020"
"VLSFINANCE","NSE_EQ|INE709A01018","BSE_EQ|INE709A01018"
"VMART","NSE_EQ|INE665J01013","BSE_EQ|INE665J01013"
"VMM","NSE_EQ|INE01EA01019","BSE_EQ|INE01EA01019"
"VOLTAMP","NSE_EQ|INE540H01012","BSE_EQ|INE540H01012"
"VOLTAS","NSE_EQ|INE226A01021","BSE_EQ|INE226A01021"
"VPRPL","NSE_EQ|INE0AE001013","BSE_EQ|INE0AE001013"
"VRAJ","NSE_EQ|INE0S2V01010","BSE_EQ|INE0S2V01010"
"VRLLOG","NSE_EQ|INE366I01010","BSE_EQ|INE366I01010"
"VSSL","NSE_EQ|INE050M01012","BSE_EQ|INE050M01012"
"VSTIND","NSE_EQ|INE710A01016","BSE_EQ|INE710A01016"
"VSTL","NSE_EQ|INE0QTF01015","BSE_EQ|INE0QTF01015"
"VSTTILLERS","NSE_EQ|INE764D01017","BSE_EQ|INE764D01017"
"VTL","NSE_EQ|INE825A01020","BSE_EQ|INE825A01020"
"WAAREEENER","NSE_EQ|INE377N01017","BSE_EQ|INE377N01017"
"WABAG","NSE_EQ|INE956G01038","BSE_EQ|INE956G01038"
"WALCHANNAG","NSE_EQ|INE711A01022","BSE_EQ|INE711A01022"
"WANBURY","NSE_EQ|INE107F01022","BSE_EQ|INE107F01022"
"WCIL","NSE_EQ|INE0CJF01024","BSE_EQ|INE0CJF01024"
"WEBELSOLAR","NSE_EQ|INE855C01015","BSE_EQ|INE855C01015"
"WEIZMANIND","NSE_EQ|INE080A01014","BSE_EQ|INE080A01014"
"WEL","NSE_EQ|INE02WG01024","BSE_EQ|INE02WG01024"
"WELCORP","NSE_EQ|INE191B01025","BSE_EQ|INE191B01025"
"WELENT","NSE_EQ|INE625G01013","BSE_EQ|INE625G01013"
"WELSPUNLIV","NSE_EQ|INE192B01031","BSE_EQ|INE192B01031"
"WESTLIFE","NSE_EQ|INE274F01020","BSE_EQ|INE274F01020"
"WEWIN","NSE_EQ|INE082W01014","BSE_EQ|INE082W01014"
"WHEELS","NSE_EQ|INE715A01015","BSE_EQ|INE715A01015"
"WHIRLPOOL","NSE_EQ|INE716A01013","BSE_EQ|INE716A01013"
"WILLAMAGOR","NSE_EQ|INE210A01017","BSE_EQ|INE210A01017"
"WINDLAS","NSE_EQ|INE0H5O01029","BSE_EQ|INE0H5O01029"
"WINDMACHIN","NSE_EQ|INE052A01021","BSE_EQ|INE052A01021"
"WINSOME","NSE_EQ|INE784B01035","BSE_EQ|INE784B01035"
"WIPRO","NSE_EQ|INE075A01022","BSE_EQ|INE075A01022"
"WOCKPHARMA","NSE_EQ|INE049B01025","BSE_EQ|INE049B01025"
"WONDERLA","NSE_EQ|INE066O01014","BSE_EQ|INE066O01014"
"WSI","NSE_EQ|INE100D01014","BSE_EQ|INE100D01014"
"WSTCSTPAPR","NSE_EQ|INE976A01021","BSE_EQ|INE976A01021"
"XCHANGING","NSE_EQ|INE692G01013","BSE_EQ|INE692G01013"
"XELPMOC","NSE_EQ|INE01P501012","BSE_EQ|INE01P501012"
"XPROINDIA","NSE_EQ|INE445C01015","BSE_EQ|INE445C01015"
"XTGLOBAL","NSE_EQ|INE547B01028","BSE_EQ|INE547B01028"
"YAARI","NSE_EQ|INE126M01010","BSE_EQ|INE126M01010"
"YASHO","NSE_EQ|INE616Z01012","BSE_EQ|INE616Z01012"
"YATHARTH","NSE_EQ|INE0JO301016","BSE_EQ|INE0JO301016"
"YATRA","NSE_EQ|INE0JR601024","BSE_EQ|INE0JR601024"
"YESBANK","NSE_EQ|INE528G01035","BSE_EQ|INE528G01035"
"YUKEN","NSE_EQ|INE384C01016","BSE_EQ|INE384C01016"
"ZAGGLE","NSE_EQ|INE07K301024","BSE_EQ|INE07K301024"
"ZEEL","NSE_EQ|INE256A01028","BSE_EQ|INE256A01028"
"ZEELEARN","NSE_EQ|INE565L01011","BSE_EQ|INE565L01011"
"ZEEMEDIA","NSE_EQ|INE966H01019","BSE_EQ|INE966H01019"
"ZENITHSTL","NSE_EQ|INE318D01020","BSE_EQ|INE318D01020"
"ZENSARTECH","NSE_EQ|INE520A01027","BSE_EQ|INE520A01027"
"ZENTEC","NSE_EQ|INE251B01027","BSE_EQ|INE251B01027"
"ZIMLAB","NSE_EQ|INE518E01015","BSE_EQ|INE518E01015"
"ZODIAC","NSE_EQ|INE761Y01019","BSE_EQ|INE761Y01019"
"ZODIACLOTH","NSE_EQ|INE206B01013","BSE_EQ|INE206B01013"
"ZOMATO","NSE_EQ|INE758T01015","BSE_EQ|INE758T01015"
"ZUARI","NSE_EQ|INE840M01016","BSE_EQ|INE840M01016"
"ZUARIIND","NSE_EQ|INE217A01012","BSE_EQ|INE217A01012"
"ZYDUSLIFE","NSE_EQ|INE010B01027","BSE_EQ|INE010B01027"
"ZYDUSWELL","NSE_EQ|INE768C01010","BSE_EQ|INE768C01010"
